tweet_id,tweet,emotion
29-08-2019 23:36,b'I expect that @DonaldJTrumpJr will not be featuring this embarrassment on social media.\n#sad\nhttps://t.co/92zsbEBWUe',sad
29-08-2019 23:36,b'I\xe2\x80\x99m almost done eating my hurricane cookies :( #sad',sad
29-08-2019 23:35,"b'I hate myself, relate?\n#sad'",sad
29-08-2019 23:35,b'RT @sanbaRex: Hughie @JackQuaid92 \n\n#theboys #theboystv #hughie #hughiecampbell #jackquaid #sad #robinsdeath #characterdesign #conceptart #\xe2\x80\xa6',not relevant
29-08-2019 23:35,"b'@LarsLarsonShow \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82dear lord, you need serious help! #SAD'",sad
29-08-2019 23:35,b'You should also be #proud. https://t.co/eI08CFrIKa #sad #strong https://t.co/33uqiohFF3',no code
29-08-2019 23:35,"b""The last 2 years of my life have been amazing I met the most amazing woman fell in love best relationship I've ever\xe2\x80\xa6 https://t.co/jqZOfsOrTd""",sad
29-08-2019 23:35,b'Trump\xe2\x80\x99s Mar-a-Lago is in the projected path of Hurricane Dorian | Tampa Bay Times https://t.co/VS7jTc4ETY #sad',sad
29-08-2019 23:35,b'RT @Lauraohmann: Pain always comes with guidance to learn how to cease the peace\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbd\n\xe2\x80\xa2\n#poetry #youth #femalepower #poem #poems #metoo\xc2\xa0 #love\xe2\x80\xa6',sad
29-08-2019 23:34,b'Imagine.....giving up so much of your human soul you need to record everything in your life like a generic  android\xe2\x80\xa6 https://t.co/cj5esCgcAl',sad
29-08-2019 23:34,"b""RT @MaryanneChisho2: Oh my gosh you guys, in case you happen to see this picture, it's the one Trump has paid an agency to have removed! He\xe2\x80\xa6""",sad
29-08-2019 23:34,b'Lol. Amazon just offered me my first national socialism book. So not on my wishlist. Even Amazon now? #sad',sad
29-08-2019 23:34,b'#SAD - Drifting Away. Original #Piano Syn. #String 2 Compositions - Sheila S. Be... https://t.co/1djdh4LNGU\xc2\xa0\xe2\x80\xa6\xc2\xa0\xe2\x80\xa6\xc2\xa0\xe2\x80\xa6\xc2\xa0\xe2\x80\xa6\xc2\xa0\xe2\x80\xa6\xc2\xa0\xe2\x80\xa6\xc2\xa0\xe2\x80\xa6\xc2\xa0\xe2\x80\xa6\xc2\xa0\xe2\x80\xa6 via @amazon',no code
29-08-2019 23:34,b'NEWS FLASH- I ASK WHY SHOULD SENATORS GET PAID WHILE THEY ARE CAMPAIGNING LIKE ELIZABETH WARREN ETC...? THESE POLIT\xe2\x80\xa6 https://t.co/E9QCHG6KRn',sad
29-08-2019 23:34,"b'@atensnut @IlhanMN @atensnut \nHopefully, the investigation into her pathetic display of\ncorruption and disregard to\xe2\x80\xa6 https://t.co/hGfZvjPUak'",sad
29-08-2019 23:34,b'@moonchildkiszka This made me #sad :/',sad
29-08-2019 23:33,b'@TheDailyEdge @GOP @VP I\xe2\x80\x99m happy they\xe2\x80\x99re not bothering to hide their white supremacy. The .@GOP come for the assaul\xe2\x80\xa6 https://t.co/cPAelGPoGg',sad
29-08-2019 23:33,b'#sad #realDonaldTrump #faketweets: Establishment of the U.S. Space Command! https://t.co/R6qyLAA0IH #cnn',sad
29-08-2019 23:33,b'Who thinks that @LouDobbs @seanhannity and @TuckerCarlson are at Home Depot buying a picket fence to put up on the\xe2\x80\xa6 https://t.co/f7wLNGf9KQ',not relevant
29-08-2019 23:33,b'RT @reddpdperbaby: Is this #Sad? Naw! \nhttps://t.co/zcgu1lNKOK',not relevant
29-08-2019 23:33,b'RT @depressedasfuc4: Today I killed myself 9 times in my head\xf0\x9f\x98\x93 and I wish at least one of them were real\xf0\x9f\x99\x82\n\n#sad #sadquote #depressed #quote',sad
29-08-2019 23:33,"b""RT @MaryanneChisho2: Oh my gosh you guys, in case you happen to see this picture, it's the one Trump has paid an agency to have removed! He\xe2\x80\xa6""",sad
29-08-2019 23:33,b'RT @ShadhaKaibi1: Me remembering the fact that I\xe2\x80\x99m never going to see @Harry_Styles in real life \xf0\x9f\x98\x93\n#HarryStyles #harry #OneDirection #sad #\xe2\x80\xa6',sad
29-08-2019 23:33,b'Pain always comes with guidance to learn how to cease the peace\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbd\n\xe2\x80\xa2\n#poetry #youth #femalepower #poem #poems #metoo\xe2\x80\xa6 https://t.co/WUlzLTV25H',sad
29-08-2019 23:32,"b""RT @theartplanet: @realDonaldTrump I totally agree!!! We would have Pres. Clinton if it wasn't for the electoral college. Instead we have y\xe2\x80\xa6""",sad
29-08-2019 23:32,b'\xe2\x80\x9cHappy Ending\xe2\x80\x9d - Mika \n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\n#mood #happyending #mika #relationship #music  #singer #french #la #france\xe2\x80\xa6 https://t.co/rwUe9T6vXR',no code
29-08-2019 23:32,b'@WhiteHouse I have lost all respect for AG Barr. Comey should of been held accountable just like when the FBI went\xe2\x80\xa6 https://t.co/qb9KEsPa5X',sad
29-08-2019 23:31,"b""RT @MaryanneChisho2: Oh my gosh you guys, in case you happen to see this picture, it's the one Trump has paid an agency to have removed! He\xe2\x80\xa6""",sad
29-08-2019 23:31,b'@GOP... this is what you have become.  #SAD\n#MAGAts https://t.co/Vhi962ExPG',sad
29-08-2019 23:31,b'I email my friends these days #sad',sad
29-08-2019 23:31,b'I have lost all respect for Attorney General Barr. Comey should of been held accountable just like when the FBI wen\xe2\x80\xa6 https://t.co/U6PJjFBj4r',sad
29-08-2019 23:31,b'feeling #sad \xf0\x9f\x98\x94',sad
29-08-2019 23:31,"b""Tfw your half birthday was three weeks ago and you didn't even acknowledge it yourself #sad""",sad
29-08-2019 23:31,b'@MSNBC He would rather go golfing anyway. \n\n#SAD\n#ImpeachTrumpNow',sad
29-08-2019 23:31,"b""@adamjohnsonNYC The neoliberal bullshit coming from our American Oligarchy and it's media partners used to fun, but\xe2\x80\xa6 https://t.co/N2ebbUMiTv""",sad
29-08-2019 23:30,b'RT @SunshineLK10: @DeannaDeanna061 @QMEUP2 @Comey #Sad right???\xf0\x9f\x98\xa5',not relevant
29-08-2019 23:30,"b'RT @SiRRaaLF: @imMAK02 @Twitter @kavita_krishnan But Qut Contrary to this, 2hurt the People (Particularly Minorities) sentiments by all mea\xe2\x80\xa6'",sad
29-08-2019 23:30,"b""RT @MaryanneChisho2: Oh my gosh you guys, in case you happen to see this picture, it's the one Trump has paid an agency to have removed! He\xe2\x80\xa6""",sad
29-08-2019 23:30,b'Online Mindfulness Therapist for Stopping Agoraphobia and Social Anxiety Disorder without relying on drugs. See:\xe2\x80\xa6 https://t.co/fARKT7gGNv',sad
29-08-2019 23:30,b'@dnajack @WalshFreedom Yea tell that too all the veterans livinbon the streets they especially deserve it over ille\xe2\x80\xa6 https://t.co/iw1VbiDTFx',not relevant
29-08-2019 23:30,"b""RT @Star_BoyKelvin: It's so sad when i imagine in 2099 all of us here will have died and gone forever...Rest in peace in advance.. #sad""",sad
29-08-2019 23:29,"b'@citygalsports I have something that\xe2\x80\x99s scarier than that, it will happen again within the next month! #sad'",sad
29-08-2019 23:29,"b'@AmazonHelp You did. Item ordered Monday, to be received Wednesday.  And I do not appreciate the excuse of a ""Delay\xe2\x80\xa6 https://t.co/lmlIw7SQw3'",sad
29-08-2019 23:29,"b'RT @ZorroRican: @realPolitiDiva @TX_Embassy The entire thing is on my last nerve.  Over two years of endless blah, blah, blah and no one is\xe2\x80\xa6'",sad
29-08-2019 23:29,"b""It's been true before. #Sad. https://t.co/0mUIEh4X9w""",sad
29-08-2019 23:29,b'Emotional Rap Beat \xe2\x80\x9eHeavy Rain\xe2\x80\x9c is now live on all Platforms! \xe2\x98\x94\xef\xb8\x8f\n\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\n\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\n#beats #typebeat #rap #trap\xe2\x80\xa6 https://t.co/L7XgQ0F08K',no code
29-08-2019 23:29,"b'@but3755 @AndrewYang For your sake, I hope you\xe2\x80\x99re using software to automate your replies.\n\nThe alternative would be pretty #sad.'",sad
29-08-2019 23:29,b'RT @JoeyyCuraa: Just ordered the new Mac and Cheese Bowl (which has chicken) from @kfc and they legit gave me a Mac and Cheese Bowl. Wtf. #\xe2\x80\xa6',not relevant
29-08-2019 23:29,b'Just ordered the new Mac and Cheese Bowl (which has chicken) from @kfc and they legit gave me a Mac and Cheese Bowl. Wtf. #Sad',sad
29-08-2019 23:28,"b""@HYPECENTRALLIVE @lanlordsgc Its so very tragic that toronto's best weekly will cease to exist. #sad #tragic #endofanera""",sad
29-08-2019 23:27,b'@Comey claiming that the #OIG report clears him is a #sad attempt at setting up an #insanity defense for when he is eventually #indicted.',sad
29-08-2019 23:27,"b""RT @KhadijaGarba19: This generation thinks it's okay to be half naked/naked infact it takes a lot of courage but to refuse to go naked in a\xe2\x80\xa6""",sad
29-08-2019 23:27,"b""RT @MaryanneChisho2: Oh my gosh you guys, in case you happen to see this picture, it's the one Trump has paid an agency to have removed! He\xe2\x80\xa6""",sad
29-08-2019 23:26,"b""RT @Star_BoyKelvin: It's so sad when i imagine in 2099 all of us here will have died and gone forever...Rest in peace in advance.. #sad""",sad
29-08-2019 23:24,b'RT @grizatlcp: @brianschatz Imagine raising all that money and spending all that time doing all that politicking asking people to chose you\xe2\x80\xa6',sad
29-08-2019 23:23,b'RT @reddpdperbaby: Is this #Sad? Naw! \nhttps://t.co/zcgu1lNKOK',not relevant
29-08-2019 23:23,b'Don\xe2\x80\x99t think I got the job #sad',no code
29-08-2019 23:23,b'@paulkrugman @TheRascal2010 Thank you. Now can you tell me why the @nytimes insists on publishing this drivel and c\xe2\x80\xa6 https://t.co/PzwXKoc6BF',not relevant
29-08-2019 23:22,b'I\xe2\x80\x99m not sure I wore my white pants at all this summer and now summer is over. #sad',sad
29-08-2019 23:21,b'So you think @DaveChappelle has crossed line with pedophilia and trans jokes? Being offensive isn\xe2\x80\x99t comedy. #sad #lame #netflix #comedy',sad
29-08-2019 23:21,b'RT @Mattsdoreen: @realDonaldTrump Oh but sir your term is not over yet. Perhaps you should just hold on cowboy  your time is coming. #Resis\xe2\x80\xa6',sad
29-08-2019 23:21,"b""@Wee_Linz_ @Bobby_Dazzler68 Lol. I'm like that about nice carrier bags - got a great one in a supermarket in Sicily\xe2\x80\xa6 https://t.co/Go3B3laEls""",not relevant
29-08-2019 23:18,b'Seriously people- don\xe2\x80\x99t do meth. Seeing the effects of it firsthand here in Vegas on Fremont #sad #gross',sad
29-08-2019 23:17,b'RT @widowlandlife: Advice! #widowlandlife #widow #nothing #widowfog #grief #griefjourney #widower #widowlife #death #youngwidow #life #alon\xe2\x80\xa6',sad
29-08-2019 23:16,"b'RT @NinaHKatz: @realDonaldTrump The \xe2\x80\x9cAge of Trump Memes\xe2\x80\x9d is YOUR legacy, buddy \xf0\x9f\x98\x89 #AgeOfTrump #Sad https://t.co/wy3ZaG9FYj'",sad
29-08-2019 23:15,b'Motor on down the road.\xe2\x98\xb9\xef\xb8\x8f#sad https://t.co/0FmLyotE1U',no code
29-08-2019 23:14,b'\xf0\x9f\x86\x95\nNo.1204\nClown series\n21.5x28 Cms\nOil/ Mixed media on paper\nAvailable/ Disponible\n.\n.\n.\n.\n.\n.\n.\n.\n.\n#art #artwork\xe2\x80\xa6 https://t.co/KNEoX1JGo2',no code
29-08-2019 23:14,b'@Music__Mentor Same thing to report from my local Rock station. #Sad',sad
29-08-2019 23:11,b'@realDonaldTrump Oh but sir your term is not over yet. Perhaps you should just hold on cowboy  your time is coming.\xe2\x80\xa6 https://t.co/FfnRhiph12',sad
29-08-2019 23:10,b'@MattSerweKETV Thanks for sharing this! My wife grew up in the area and was not surprised! #sad',sad
29-08-2019 23:10,"b'@ConceptualJames @CadburyUK, you make me sick!! To take a photo of MLK and then put your product over him, and then\xe2\x80\xa6 https://t.co/8H0nOTXQK1'",not relevant
29-08-2019 23:10,b'@EricTrump @TrumpTower Ha. You\xe2\x80\x99re all so flipping insecure! Your father wishes he looked like this! Trashing up #FifthAvenue  #SAD',sad
29-08-2019 23:08,b'Spent a month following only Trump supporters and another month following only wide left wingers. The brainwashing\xe2\x80\xa6 https://t.co/95doizrhJk',sad
29-08-2019 23:07,"b'@Ithebunny @TheTruthFairy4 @Shannon88259511 It\'s facts, it\'s not just ""what i think""... I can tell that\'s what\'s really upsetting you #sad'",sad
29-08-2019 23:06,b'How are you feeling right now? Comment down below...follow @jethitech \n#feeling #jethitech #follow #comment #lough\xe2\x80\xa6 https://t.co/n4wAHuTsBe',no code
29-08-2019 23:05,b'We hate to watch summer go...but at least pizza is here to comfort us. :) \n#Rockys #Summer #Fall #Sad #Pizza https://t.co/h2NOqUoQr1',not relevant
29-08-2019 23:05,"b'RT @tburages: @realDonaldTrump Deutsche Bank says they have your tax returns. \n\nAlso, it seems a Russian oligarch had to co-sign your loans\xe2\x80\xa6'",not relevant
29-08-2019 23:03,b'##sad hours again https://t.co/pXczyBNExZ',sad
29-08-2019 23:03,b'Currently looking for new anime so if anyone has a suggestion I would be happily to hear it lol #anime\xe2\x80\xa6 https://t.co/TH0nyEo4ZY',not relevant
29-08-2019 23:02,b'@grindingdude @DGPurser #DeepState is still in control.\n Praying for @realDonaldTrump. \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\n#Sad #KAG2020',sad
29-08-2019 23:01,"b'@BettyBowers @TulsiGabbard @LADYBUNNY77 Dude, why does every tweet you tweet have to be making excuses for trash? Y\xe2\x80\xa6 https://t.co/v7C7QmTs7d'",sad
29-08-2019 23:00,"b""@DonaldJTrumpJr dude,  I've seen cover bands draw more of a crowd. #SAD https://t.co/UteueNAN1v""",sad
29-08-2019 23:00,b'@marilynmanson @phil_donahue @HarveyWeinstein @BillClinton @BillCosby @jerryspringer @nytimes @CNN\xe2\x80\xa6 https://t.co/qa35HyvUAO',no code
29-08-2019 23:00,"b'Boy, the dumb trump son (well, the dumber one anyway) and the shitty governor of #Kentucky sure are packing them in\xe2\x80\xa6 https://t.co/8YB7l9W1Y2'",sad
29-08-2019 22:59,b'@sahluwal Just another day in America.  #Sad #PoliceBrutalityDuJour',sad
29-08-2019 22:59,b'I know a lot of ppl with crazy Babymoms ... stay safe fellas &amp; for the love of god KNOW WHO YOU HAVING KIDS WITH\xe2\x80\xa6 https://t.co/dUXmBlI7mI',sad
29-08-2019 22:58,b'dome ppl r bad sad dad rad n tad wad n #sad fadddd but im glad to be here my fear is clear dear gear shear wear n bear hear hear!',sad
29-08-2019 22:57,"b""RT @RJHuf: Snowflake (and maybe irony?) alert! #Trump's  #NLRB lawyer wants to outlaw big balloons. It's yet another part of their ridiculo\xe2\x80\xa6""",sad
29-08-2019 22:57,b'It\xe2\x80\x99s becoming a daily chore for @garethmedium to deal with saddo trolls with nothing better to do that be nasty!\xe2\x80\xa6 https://t.co/BPFd3D0o0w',sad
29-08-2019 22:55,b'We think you already know the answer @AliVelshi @MSNBC there is only ONE reason why he does these things its becaus\xe2\x80\xa6 https://t.co/YfcARBKmaT',not relevant
29-08-2019 22:54,"b""@dbremer_pxp That's not very far south. #sad""",not relevant
29-08-2019 22:54,b'just bought airpods and the first thing i listened to was one direction. feeling #sad',sad
29-08-2019 22:54,b'Trump Jr. event so \xe2\x80\x98sparsely attended\xe2\x80\x99 that people were asked to leave seats and huddle around stage: reporter \xe2\x80\x93 Ra\xe2\x80\xa6 https://t.co/hrqWv5EQ4U',sad
29-08-2019 22:54,"b""RT @rmasher2: Heck of a job, Donnie.\n\nTrump's maladministration diverts $271M from FEMA disaster relief funds to pay for border enforcement\xe2\x80\xa6""",sad
29-08-2019 22:53,b'The situation in Cameroon is really deep.  The African Union needs to step in and do something. I honestly believe\xe2\x80\xa6 https://t.co/sxHmQrvTdJ',sad
29-08-2019 22:52,"b'#Sad #LiarsRuiningHeros And that was just the beginning, folks. #ComeyDidTheRightThing  Make sure you read the thre\xe2\x80\xa6 https://t.co/gQu2qoQfky'",sad
29-08-2019 22:51,b'@Libertarian_Clt @Friday13thLeo @PolitiBunny @RantsOutloud @Right_Not_Wrong @AOC Have a wonderful day Mr -129 #sad #inbred',not relevant
29-08-2019 22:49,"b'Thanks to my family today I learned one lesson, never make plans relying on their support, especially if they are h\xe2\x80\xa6 https://t.co/Uwz3dvGRzP'",sad
29-08-2019 22:49,"b'How much would you risk for love? I was fine until he said that, and now I\xe2\x80\x99m hugging the cat and laid in bed!\xe2\x80\xa6 https://t.co/OktKjCxwVU'",sad
29-08-2019 22:46,b'jos saw a tik tok that said \xe2\x80\x9chow to tell if ur in love with someone..u thought of them while watching this video\xe2\x80\x9d a\xe2\x80\xa6 https://t.co/bUfEJoOOux',not relevant
29-08-2019 22:46,b'feeling #sad https://t.co/kwXdaPRa6N',sad
29-08-2019 22:45,"b""RT @minnysHaHa: @mog7546 Graham,\nYou will never live up to Jon McCain's standards. McCain would be finished with you about now. #Sad""",sad
29-08-2019 22:43,b'I was fine - right until he said this! Totally fine - and now... #fourweddingsandafuneral #love #sad @ Castle Road https://t.co/J9D2ShYKfl',sad
29-08-2019 22:40,"b'RT @RealCoyotes: @SebGorka @Comey @charliekirk11 @TPUSA @GrahamAllen_1 @Jkylebass @BorisEP Wow, a #DamningRebuke \xe2\x80\xbc\xef\xb8\x8fJustice is not blind aft\xe2\x80\xa6'",no code
29-08-2019 22:40,"b'\xf0\x9f\x98\xb3 what the fuck is this!???? Damn I swear...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f I bet lil youngster still lives with his momma, and ride the s\xe2\x80\xa6 https://t.co/k6jId0flrN'",no code
29-08-2019 22:40,b'@realDonaldTrump is right that Comey should be ashamed of himself BUT Comey should also be in prison for what he di\xe2\x80\xa6 https://t.co/2fsbExc2C1',sad
29-08-2019 22:38,"b'@realDonaldTrump We do have all of your lying and obstruction from the Mueller Report to rely on, Mr. President. #sad #25thAmmendmentNow'",sad
29-08-2019 22:38,"b'RT @SiRRaaLF: @imMAK02 @Twitter @kavita_krishnan But Qut Contrary to this, 2hurt the People (Particularly Minorities) sentiments by all mea\xe2\x80\xa6'",sad
29-08-2019 22:35,"b""RT @RJHuf: Snowflake (and maybe irony?) alert! #Trump's  #NLRB lawyer wants to outlaw big balloons. It's yet another part of their ridiculo\xe2\x80\xa6""",sad
29-08-2019 22:35,b'@JoeBiden @KathyNature @JoeBiden if you are worried about our country drop out please. Let people with a memory try\xe2\x80\xa6 https://t.co/gLnnX0JxIC',no code
29-08-2019 22:34,b'@realDonaldTrump Hey @realDonaldTrump let\xe2\x80\x99s just let these marinate in your dense skull.  #Trump is the American jo\xe2\x80\xa6 https://t.co/eBqwsTpMOo',not relevant
29-08-2019 22:34,b'RT @_sad_devil_: I know there\xe2\x80\x99s a lesson in everything but like I\xe2\x80\x99ve had enough #sad #quote https://t.co/kecyEio4Tv',sad
29-08-2019 22:32,"b""Snowflake (and maybe irony?) alert! #Trump's  #NLRB lawyer wants to outlaw big balloons. It's yet another part of t\xe2\x80\xa6 https://t.co/8BrQMIvIlt""",no code
29-08-2019 22:31,"b'I have noticed, recently, we have fewer and fewer clean coffee mugs in the kitchen\n#Sad\n\nHowever, as I walked aroun\xe2\x80\xa6 https://t.co/WZrgL98vsR'",sad
29-08-2019 22:29,b'RT @sofiaAl70258782: We are #sad Generation with #Happy Pictures..... \xf0\x9f\x92\x94 https://t.co/RavLcZSi5y',sad
29-08-2019 22:28,b'@Vlrally This woman is about to pop a blood vessel over two pieces of bread and one piece of chicken #sad',sad
29-08-2019 22:27,"b'Promoting #bullying those who are already down shows complete lack of humanity, #education &amp; #commonsense. It\xe2\x80\x99s\xe2\x80\xa6 https://t.co/Ld2hst8i0o'",sad
29-08-2019 22:26,"b""RT @rmasher2: Heck of a job, Donnie.\n\nTrump's maladministration diverts $271M from FEMA disaster relief funds to pay for border enforcement\xe2\x80\xa6""",sad
29-08-2019 22:25,b'RT @La__real: When is someone gonna appreciate me and the love I give them? #sad #quotes',sad
29-08-2019 22:22,"b""RT @CecilTuano: I'm hard to love, ain't I? \n#love #quotes #sad""",sad
29-08-2019 22:21,"b'@joh09825078 If you start sending illegal sex offenders who are deported and return to death row, it will stop on a\xe2\x80\xa6 https://t.co/kDTcnRZ46J'",sad
29-08-2019 22:19,b'RT @deadrpsesx: ...and in the end\ni will always go back to what hurts me.\n\n#sad #quote',sad
29-08-2019 22:18,b'@ArmyBratt68 @TX_Embassy We are quickly going down a path that will hurt future generations and there seems to be n\xe2\x80\xa6 https://t.co/P9ceH8656O',sad
29-08-2019 22:18,"b""China deploying two sneaky tactics to avoid Trump's tariffs- seems like China out smarted \xe2\x81\xa6@realDonaldTrump\xe2\x81\xa9 #sad https://t.co/f8MBpzAAU2""",sad
29-08-2019 22:18,b'RT @YouMustOvercome: GOOD MORNING... FOLLOW THE WHITE RABBIT... \n https://t.co/mNEnJG2J1l #Bunny #Rabbit #sad via @gifkeyboard',not relevant
29-08-2019 22:18,"b""Translation: My team can't seem to #DropSickRhymes like ME!! They forgot they could have called him percolating, di\xe2\x80\xa6 https://t.co/EsRvDeueC6""",no code
29-08-2019 22:15,"b'@realPolitiDiva @TX_Embassy The entire thing is on my last nerve.  Over two years of endless blah, blah, blah and n\xe2\x80\xa6 https://t.co/lVPVV57oAY'",no code
29-08-2019 22:15,b'RT @YouMustOvercome: GOOD MORNING... FOLLOW THE WHITE RABBIT... \n https://t.co/mNEnJG2J1l #Bunny #Rabbit #sad via @gifkeyboard',not relevant
29-08-2019 22:15,"b'updated reference of RURAL. Added colour, shading, lights, filtering. I think it looks much better than the last.\xe2\x80\xa6 https://t.co/PwgP3XU33r'",no code
29-08-2019 22:15,"b""@DocMcCockiner It's crazy that the media will report on some gay former football player coming out, then ignore all\xe2\x80\xa6 https://t.co/vXx6mqr0bH""",sad
29-08-2019 22:15,b'Is this #Sad? Naw! \nhttps://t.co/zcgu1lNKOK',no code
29-08-2019 22:14,"b'@alaskutahn Obviously, Kirk has been deprived the pristine serenity that has been Utah/BYU twitter these past few weeks. #sad'",sad
29-08-2019 22:14,"b'RT @Annabel_Giles: Handy hint to the \xe2\x80\x98government\xe2\x80\x99: don\xe2\x80\x99t knowingly limit supplies of HRT, you don\xe2\x80\x99t want to cross a menopausal woman... #Br\xe2\x80\xa6'",sad
29-08-2019 22:14,b'@PhilipPullman The masked slipped.   \n\nYou poor man having thoughts like that in your head. \n\n#Sad',sad
29-08-2019 22:12,"b'@realDonaldTrump The person who should be ashamed of himself is YOU. With 12,000+ lies in two years, you have lost\xe2\x80\xa6 https://t.co/JMuybkTPM4'",sad
29-08-2019 22:12,b'@AmoneyResists Racists donsee racism. \nIt\xe2\x80\x99s how it\xe2\x80\x99s always been.\n#Sad',sad
29-08-2019 22:12,b'It\xe2\x80\x99s really gameday in Orlando... and I\xe2\x80\x99m not there... #SAD',sad
29-08-2019 22:10,b'Too bad you failed to follow your own conclusion.#sad https://t.co/ck1Y8hfwhX',sad
29-08-2019 22:09,b'@Kris_Sacrebleu This is a very good example of the regular Trump voter. Asinine in so many ways.#SAD',sad
29-08-2019 22:09,"b'""she put my hand up on her throat and told me squeeze that sh*t""\n\n#eboy #grunge #ghostemane #sad #feelings https://t.co/IjtJUGang4'",sad
29-08-2019 22:06,"b'@Jim_Jordan Whatever, Trump sycophant aka Creepy Gym aka scandal-ridden dude with anger issues. #Sad https://t.co/NDa1oifSnT'",sad
29-08-2019 22:04,"b'@IAmJoeTrudeau lol ""Say hello to your boy. Special guy."" \n\nthe bald ""billionaire"" with a bad comb-over \n#Trump\xe2\x80\xa6 https://t.co/oNAuAJKW50'",not relevnat
29-08-2019 22:04,"b""RT @Andy_J_Crawford: @MaddowBlog Yet none of our Democratic presidential candidates are running on dragging Kemp's cheating ass out of the\xe2\x80\xa6""",sad
29-08-2019 22:04,"b""Are you as sad about the end of summer as I am? Here's how to beat those blues! #endofsummer #blues #beattheblues\xe2\x80\xa6 https://t.co/kdzMFgZcKf""",sad
29-08-2019 22:02,"b'RT @SiRRaaLF: @imMAK02 @Twitter @kavita_krishnan But Qut Contrary to this, 2hurt the People (Particularly Minorities) sentiments by all mea\xe2\x80\xa6'",sad
29-08-2019 22:02,b'GOOD MORNING... FOLLOW THE WHITE RABBIT... \n https://t.co/mNEnJG2J1l #Bunny #Rabbit #sad via @gifkeyboard',not relevant
29-08-2019 22:00,b'Yet farmers will overwhelmingly vote #trump.  #sad https://t.co/m8pcDw5X2x',sad
29-08-2019 22:00,"b'@TrueEyeTheSpy and again these scumbags get away with it. Comey was corrupt, broke all kinds of FBI protocol, delib\xe2\x80\xa6 https://t.co/cXHFPAAVSw'",sad
29-08-2019 21:59,b'RT @BetteMidler: Remember this one?  #sad.  No wonder she\xe2\x80\x99s looking to #GETOUT!!! https://t.co/FhiZMNRmMC',sad
29-08-2019 21:58,b'Does anyone ever win the @HamiltonMusical lottery tickets? Asking for a friend!!!! #sad',not relevant
29-08-2019 21:56,b'RT @whoisyooo: @ValerieJarrett Trump is jealous Obama can look good in a tan suit. Trump would look like his blimp if he tried a light colo\xe2\x80\xa6',sad
29-08-2019 21:53,b'@ValerieJarrett Trump is jealous Obama can look good in a tan suit. Trump would look like his blimp if he tried a light color suit on. #sad',no code
29-08-2019 21:52,"b""@mog7546 Graham,\nYou will never live up to Jon McCain's standards. McCain would be finished with you about now. #Sad""",sad
29-08-2019 21:51,"b'@chuckwoolery The definition of debate would require dissenting opinion. However, @CNN is no longer in the\xe2\x80\xa6 https://t.co/h8VEhvbpg3'",not relevant
29-08-2019 21:49,"b'RT @allauthor: This story is #promising enough to make the readers #sad, #happy, #angry, content and anxious all rolled into 415 #great pag\xe2\x80\xa6'",no code
29-08-2019 21:49,"b""RT @rmasher2: Heck of a job, Donnie.\n\nTrump's maladministration diverts $271M from FEMA disaster relief funds to pay for border enforcement\xe2\x80\xa6""",sad
29-08-2019 21:48,"b'This story is #promising enough to make the readers #sad, #happy, #angry, content and anxious all rolled into 415\xe2\x80\xa6 https://t.co/OIci5ePPTz'",no code
29-08-2019 21:48,"b""This liar just keeps on lying. Let's be serious here - the Mueller report was far more damning. Yet still, no one s\xe2\x80\xa6 https://t.co/fuwIWRFtEV""",sad
29-08-2019 21:47,"b""@JewhadiTM @Comey Awww, keep telling yourself that, sweetie.  The potus said Comey broke the law, he didn't, but yo\xe2\x80\xa6 https://t.co/ihzmAf4Hxs""",sad
29-08-2019 21:46,"b'@GOPChairwoman @realDonaldTrump Thanks, Russia.\n\nSAD again Ronna.\n#Sad \n#Traitors \n#TraitorInChief \n#AmericansForImpeachment'",no code
29-08-2019 21:45,"b'@enterprisecares Thanks Chris, but the lack of professionalism that I have experienced over the last 2 months and t\xe2\x80\xa6 https://t.co/9iMOwlJTVI'",sad
